Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;
24.10.23;16:07:16;1;0;0.0743;0.0982;0.0885;0.0973;0.1149;0.0899;0.0929;0.0846;0.1056;0.1046;0.1344;0.1393;0.1373;0.1701;0.1383;0.1481;0.1359;0.1813;0.290;0.269;0.365;0.292;0.325;0.350;0.373;0.378;0.418;
