Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
23.10.23;16:09:52;1;0;0.0572;0.0572;0.0616;0.0543;0.0464;0.0748;0.0802;0.0753;0.0723;0.0890;0.1026;0.0890;0.0567;0.1232;0.1188;0.1227;0.209;0.357;0.400;0.390;0.181;0.393;0.325;0.386;
